2023-07-21 07:40:50,514 INFO    StreamThr :6124 [internal.py:wandb_internal():86] W&B internal server running at pid: 6124, started at: 2023-07-21 07:40:50.514035
2023-07-21 07:41:05,456 INFO    Thread-16 :6124 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\conda-environment.yaml
2023-07-21 07:41:05,518 DEBUG   HandlerThread:6124 [system_info.py:_save_conda():86] Saving conda packages done
2023-07-21 07:41:05,518 INFO    HandlerThread:6124 [system_monitor.py:probe():216] Finished publishing system info
2023-07-21 07:41:05,534 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: status_report
2023-07-21 07:41:05,534 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: keepalive
2023-07-21 07:41:05,534 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: status_report
2023-07-21 07:41:05,534 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: keepalive
2023-07-21 07:41:05,534 DEBUG   SenderThread:6124 [sender.py:send():369] send: files
2023-07-21 07:41:05,534 INFO    SenderThread:6124 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-21 07:41:05,549 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: stop_status
2023-07-21 07:41:05,549 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: stop_status
2023-07-21 07:41:05,844 DEBUG   SenderThread:6124 [sender.py:send():369] send: telemetry
2023-07-21 07:41:05,844 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: status_report
2023-07-21 07:41:06,461 INFO    Thread-16 :6124 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\wandb-metadata.json
2023-07-21 07:41:06,528 INFO    wandb-upload_0:6124 [upload_job.py:push():133] Uploaded file C:\Users\soham\AppData\Local\Temp\tmp38718vpiwandb\gs52d3je-wandb-metadata.json
2023-07-21 07:41:10,889 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: status_report
2023-07-21 07:41:13,953 DEBUG   SenderThread:6124 [sender.py:send():369] send: exit
2023-07-21 07:41:13,953 INFO    SenderThread:6124 [sender.py:send_exit():574] handling exit code: 1
2023-07-21 07:41:13,953 INFO    SenderThread:6124 [sender.py:send_exit():576] handling runtime: 22
2023-07-21 07:41:13,953 INFO    SenderThread:6124 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-21 07:41:13,953 INFO    SenderThread:6124 [sender.py:send_exit():582] send defer
2023-07-21 07:41:13,953 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:13,953 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 0
2023-07-21 07:41:13,953 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:13,953 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 0
2023-07-21 07:41:13,953 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 1
2023-07-21 07:41:13,953 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:13,953 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 1
2023-07-21 07:41:13,953 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:13,953 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 1
2023-07-21 07:41:13,953 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 2
2023-07-21 07:41:13,953 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:13,953 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 2
2023-07-21 07:41:13,953 INFO    HandlerThread:6124 [system_monitor.py:finish():190] Stopping system monitor
2023-07-21 07:41:13,953 DEBUG   SystemMonitor:6124 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-07-21 07:41:13,953 DEBUG   SystemMonitor:6124 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-07-21 07:41:13,953 DEBUG   SystemMonitor:6124 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-07-21 07:41:13,953 INFO    HandlerThread:6124 [interfaces.py:finish():202] Joined cpu monitor
2023-07-21 07:41:13,969 INFO    HandlerThread:6124 [interfaces.py:finish():202] Joined disk monitor
2023-07-21 07:41:14,010 INFO    HandlerThread:6124 [interfaces.py:finish():202] Joined gpu monitor
2023-07-21 07:41:14,010 INFO    HandlerThread:6124 [interfaces.py:finish():202] Joined memory monitor
2023-07-21 07:41:14,010 INFO    HandlerThread:6124 [interfaces.py:finish():202] Joined network monitor
2023-07-21 07:41:14,011 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:14,011 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 2
2023-07-21 07:41:14,011 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 3
2023-07-21 07:41:14,011 DEBUG   SenderThread:6124 [sender.py:send():369] send: stats
2023-07-21 07:41:14,011 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:14,011 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 3
2023-07-21 07:41:14,011 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:14,011 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 3
2023-07-21 07:41:14,011 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 4
2023-07-21 07:41:14,011 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:14,011 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 4
2023-07-21 07:41:14,011 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:14,011 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 4
2023-07-21 07:41:14,011 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 5
2023-07-21 07:41:14,011 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:14,012 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 5
2023-07-21 07:41:14,012 DEBUG   SenderThread:6124 [sender.py:send():369] send: summary
2023-07-21 07:41:14,012 INFO    SenderThread:6124 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-21 07:41:14,013 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:14,013 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 5
2023-07-21 07:41:14,013 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 6
2023-07-21 07:41:14,013 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:14,014 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 6
2023-07-21 07:41:14,014 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:14,014 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 6
2023-07-21 07:41:14,017 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: status_report
2023-07-21 07:41:14,346 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 7
2023-07-21 07:41:14,346 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:14,346 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 7
2023-07-21 07:41:14,347 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:14,347 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 7
2023-07-21 07:41:14,527 INFO    Thread-16 :6124 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\wandb-summary.json
2023-07-21 07:41:14,527 INFO    Thread-16 :6124 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\config.yaml
2023-07-21 07:41:14,527 INFO    Thread-16 :6124 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\output.log
2023-07-21 07:41:15,002 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: poll_exit
2023-07-21 07:41:15,960 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 8
2023-07-21 07:41:15,960 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: poll_exit
2023-07-21 07:41:15,960 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:15,960 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 8
2023-07-21 07:41:15,960 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:15,961 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 8
2023-07-21 07:41:15,961 INFO    SenderThread:6124 [job_builder.py:build():240] Attempting to build job artifact
2023-07-21 07:41:15,961 INFO    SenderThread:6124 [job_builder.py:build():264] is repo sourced job
2023-07-21 07:41:15,969 INFO    SenderThread:6124 [job_builder.py:build():305] adding wandb-job metadata file
2023-07-21 07:41:15,977 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 9
2023-07-21 07:41:15,981 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:15,981 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 9
2023-07-21 07:41:15,982 DEBUG   SenderThread:6124 [sender.py:send():369] send: artifact
2023-07-21 07:41:16,008 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: poll_exit
2023-07-21 07:41:16,550 INFO    Thread-16 :6124 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\output.log
2023-07-21 07:41:17,959 INFO    SenderThread:6124 [sender.py:send_artifact():1450] sent artifact job-https___github.com_sohamtalukdar_Automated-renal-compartment-segmentation-of-the-kidneys.git_main.py - {'id': 'QXJ0aWZhY3Q6NTE4NDE4ODEz', 'digest': '4b69b26fe3f172cc75e2a72d387d3ace', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'job-https___github.com_sohamtalukdar_Automated-renal-compartment-segmentation-of-the-kidneys.git_main.py', 'alias': 'latest'}, {'artifactCollectionName': 'job-https___github.com_sohamtalukdar_Automated-renal-compartment-segmentation-of-the-kidneys.git_main.py', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjg0NjY1Nzg0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NTE4NDE4ODEz', 'versionIndex': 0}}, 'version': 'v0'}
2023-07-21 07:41:17,959 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:17,959 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 9
2023-07-21 07:41:17,960 INFO    SenderThread:6124 [dir_watcher.py:finish():359] shutting down directory watcher
2023-07-21 07:41:18,576 INFO    SenderThread:6124 [dir_watcher.py:finish():389] scan: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files
2023-07-21 07:41:18,685 INFO    SenderThread:6124 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\conda-environment.yaml conda-environment.yaml
2023-07-21 07:41:18,685 INFO    SenderThread:6124 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\config.yaml config.yaml
2023-07-21 07:41:18,701 INFO    SenderThread:6124 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\output.log output.log
2023-07-21 07:41:18,701 INFO    SenderThread:6124 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\requirements.txt requirements.txt
2023-07-21 07:41:18,701 INFO    SenderThread:6124 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\wandb-metadata.json wandb-metadata.json
2023-07-21 07:41:18,701 INFO    SenderThread:6124 [dir_watcher.py:finish():403] scan save: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\wandb-summary.json wandb-summary.json
2023-07-21 07:41:18,701 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 10
2023-07-21 07:41:18,701 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: poll_exit
2023-07-21 07:41:18,701 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:18,701 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 10
2023-07-21 07:41:18,701 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:18,701 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 10
2023-07-21 07:41:18,701 INFO    SenderThread:6124 [file_pusher.py:finish():159] shutting down file pusher
2023-07-21 07:41:19,492 INFO    wandb-upload_0:6124 [upload_job.py:push():133] Uploaded file C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\conda-environment.yaml
2023-07-21 07:41:19,642 INFO    wandb-upload_1:6124 [upload_job.py:push():133] Uploaded file C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\config.yaml
2023-07-21 07:41:19,662 INFO    wandb-upload_2:6124 [upload_job.py:push():133] Uploaded file C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\output.log
2023-07-21 07:41:19,675 INFO    wandb-upload_4:6124 [upload_job.py:push():133] Uploaded file C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\wandb-summary.json
2023-07-21 07:41:19,692 INFO    wandb-upload_3:6124 [upload_job.py:push():133] Uploaded file C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\files\requirements.txt
2023-07-21 07:41:19,920 INFO    Thread-15 (_thread_body):6124 [sender.py:transition_state():602] send defer: 11
2023-07-21 07:41:19,920 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:19,920 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 11
2023-07-21 07:41:19,920 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:19,920 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 11
2023-07-21 07:41:19,920 INFO    SenderThread:6124 [file_pusher.py:join():164] waiting for file pusher
2023-07-21 07:41:19,920 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 12
2023-07-21 07:41:19,920 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:19,920 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 12
2023-07-21 07:41:19,920 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:19,920 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 12
2023-07-21 07:41:20,225 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 13
2023-07-21 07:41:20,225 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:20,225 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 13
2023-07-21 07:41:20,225 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:20,225 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 13
2023-07-21 07:41:20,225 INFO    SenderThread:6124 [sender.py:transition_state():602] send defer: 14
2023-07-21 07:41:20,225 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: defer
2023-07-21 07:41:20,225 INFO    HandlerThread:6124 [handler.py:handle_request_defer():170] handle defer: 14
2023-07-21 07:41:20,225 DEBUG   SenderThread:6124 [sender.py:send():369] send: final
2023-07-21 07:41:20,225 DEBUG   SenderThread:6124 [sender.py:send():369] send: footer
2023-07-21 07:41:20,225 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: defer
2023-07-21 07:41:20,225 INFO    SenderThread:6124 [sender.py:send_request_defer():598] handle sender defer: 14
2023-07-21 07:41:20,225 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: poll_exit
2023-07-21 07:41:20,225 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: server_info
2023-07-21 07:41:20,225 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: get_summary
2023-07-21 07:41:20,225 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: sampled_history
2023-07-21 07:41:20,225 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: poll_exit
2023-07-21 07:41:20,241 DEBUG   SenderThread:6124 [sender.py:send_request():396] send_request: server_info
2023-07-21 07:41:20,522 INFO    MainThread:6124 [wandb_run.py:_footer_history_summary_info():3464] rendering history
2023-07-21 07:41:20,522 INFO    MainThread:6124 [wandb_run.py:_footer_history_summary_info():3496] rendering summary
2023-07-21 07:41:20,522 INFO    MainThread:6124 [wandb_run.py:_footer_sync_info():3423] logging synced files
2023-07-21 07:41:20,522 DEBUG   HandlerThread:6124 [handler.py:handle_request():144] handle_request: shutdown
2023-07-21 07:41:20,522 INFO    HandlerThread:6124 [handler.py:finish():854] shutting down handler
2023-07-21 07:41:21,251 INFO    WriterThread:6124 [datastore.py:close():298] close: C:\Users\soham\Automated-renal-compartment-segmentation-of-the-kidneys\wandb\run-20230721_074050-vpzxj8du\run-vpzxj8du.wandb
2023-07-21 07:41:21,534 INFO    SenderThread:6124 [sender.py:finish():1526] shutting down sender
2023-07-21 07:41:21,534 INFO    SenderThread:6124 [file_pusher.py:finish():159] shutting down file pusher
2023-07-21 07:41:21,534 INFO    SenderThread:6124 [file_pusher.py:join():164] waiting for file pusher
